Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Jacqueline with Headband II (Jacqueline au bandeau II),Pablo Picasso,4609,1962,Linoleum cut,"composition: 13 3/4 x 10 9/16"" (35 x 26.8 cm); sheet: 24 5/8 x 17 5/16"" (62.5 x 44 cm)","Eugene Mercy, Jr. Fund, Riva Castleman Endowment Fund, and Louise Reinhardt Smith Bequest (by exchange)",2521.2001,Print,Prints & Illustrated Books,2001-11-13,Y,82660,http://www.moma.org/collection/works/82660,http://www.moma.org/media/W1siZiIsIjE1ODQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=656d8b959fb3a731,,,,35.0,,,26.8,,
Untitled,Pablo Picasso,4609,1962,"Printer's assemblage of various papers, including layers of proofs of the first state","Composition (irreg.): 12 5/8 x 6 1/8"" (32 x 15.5 cm)
Sheet (irreg.): 15 15/16 x 15 15/16"" (40.5 x 40.5 cm)","Eugene Mercy, Jr. Fund, Riva Castleman Endowment Fund, and Louise Reinhardt Smith Bequest (by exchange)",2523.2001,Print,Prints & Illustrated Books,2001-11-13,Y,82661,http://www.moma.org/collection/works/82661,http://www.moma.org/media/W1siZiIsIjE2MzQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8795c63503f3b9a9,,,,32.0,,,15.5,,
Profile of Jacqueline with a Scarf (Profil de Jacqueline au foulard),Pablo Picasso,4609,1955,Linoleum cut,"composition: 21 3/4 x 19 3/4"" (55.2 x 50.2 cm); sheet: 26 3/8 x 19 3/4"" (67 x 50.2 cm)",Acquired through the generosity of Mrs. Edmond J. Safra and the General Print Fund,178.2003,Print,Prints & Illustrated Books,2003-06-05,Y,88196,http://www.moma.org/collection/works/88196,http://www.moma.org/media/W1siZiIsIjE2MDYxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=68b0c3bdc0adfeea,,,,55.2,,,50.2,,
Portrait of Vollard III (Portrait de Vollard. III) from the Vollard Suite (Suite Vollard),Pablo Picasso,4609,"1937, published 1939",Etching,"plate: 13 5/8 x 9 3/4"" (34.6 x 24.8 cm); sheet: 17 7/16 x 13 3/8"" (44.3 x 34 cm)",The Marnie Pillsbury Fund,46.2004,Print,Prints & Illustrated Books,2004-03-11,Y,89132,http://www.moma.org/collection/works/89132,http://www.moma.org/media/W1siZiIsIjE1NjM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b30fea11e3db94f,,,,34.6,,,24.8,,
Pregnant Woman,Pablo Picasso,4609,"Vallauris, 1950","Plaster with metal armature, wood, ceramic vessel, and pottery jars","43 1/4 x 8 5/8 x 12 1/2"" (110 x 22 x 32 cm)",Gift of Louise Reinhardt Smith and gift of Jacqueline Picasso (both by exchange),376.2003,Sculpture,Painting & Sculpture,2003-12-08,Y,89184,http://www.moma.org/collection/works/89184,http://www.moma.org/media/W1siZiIsIjIyOTQ4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5470127553affeb1,,32.0,,110.0,,,22.0,,
Head of a Man,Pablo Picasso,4609,early 1913,"Oil, gouache, varnish, ink, gesso, charcoal, and pencil on paper","24 1/4 x 18 1/4"" (61.6 x 46.4 cm)",Richard S. Zeisler Bequest,595.2010,Drawing,Drawings,2010-09-16,Y,95081,http://www.moma.org/collection/works/95081,http://www.moma.org/media/W1siZiIsIjE5OTE4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=221a7f6af46e692f,,,,61.5951,,,46.3551,,
Picador,Pablo Picasso,4609,"1959, published 1960",Linoleum cut,"composition: 20 7/8 x 25 1/4"" (53.1 x 64.2 cm); sheet: 24 7/16 x 29 5/8"" (62.1 x 75.2 cm)",General Print Fund and Riva Castleman Endowment Fund,738.2006,Print,Prints & Illustrated Books,2006-11-14,Y,105738,http://www.moma.org/collection/works/105738,http://www.moma.org/media/W1siZiIsIjExODQxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6cf6c0700bc2fb8c,,,,53.1,,,64.2,,
Portrait of Françoise of the Long Neck I (Portrait de Françoise au long cou I),Pablo Picasso,4609,1946,"Aquatint and engraving, printed in relief","plate: 13 11/16 x 9 3/4"" (34.8 x 24.8 cm); sheet: 17 5/16 x 12 7/8"" (44 x 32.7 cm)",Gift of the Associates,1086.2007,Print,Prints & Illustrated Books,2007-11-12,Y,110512,http://www.moma.org/collection/works/110512,http://www.moma.org/media/W1siZiIsIjE0Mzc5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54c155d6e6c03bbd,,,,34.8,,,24.8,,
Document contre nature,Pablo Picasso,4609,1971,"Ink on paper, black and white photo","22 x 15 3/4"" (55.9 x 40 cm)",Gift of Phyllis Hattis,1430.2007,Drawing,Drawings,2008-02-12,N,112875,,,,,,55.8801,,,40.0051,,
Portrait of Vollard IV (Portrait de Vollard. IV) from the Vollard Suite (Suite Vollard),Pablo Picasso,4609,1937,Aquatint and etching,"plate: 13 9/16 x 9 11/16"" (34.5 x 24.6 cm); sheet: 17 7/16 x 13 3/8"" (44.3 x 34 cm)",Acquired through the generosity of Marie-Josée and Henry R. Kravis,34.2009,Print,Prints & Illustrated Books,2009-01-13,Y,125056,http://www.moma.org/collection/works/125056,http://www.moma.org/media/W1siZiIsIjE2Mjc5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c3f73be257a3189d,,,,34.5,,,24.6,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.1,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125883,http://www.moma.org/collection/works/125883,http://www.moma.org/media/W1siZiIsIjE0Njk1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=075e94adcf399696,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,"One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet
","sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.2,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125884,http://www.moma.org/collection/works/125884,http://www.moma.org/media/W1siZiIsIjE0Njk2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d12a609b3ef7f76d,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.3,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125885,http://www.moma.org/collection/works/125885,http://www.moma.org/media/W1siZiIsIjE0Njk3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fcecd5577358f053,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.4,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125886,http://www.moma.org/collection/works/125886,http://www.moma.org/media/W1siZiIsIjE0Njk3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=717399c52a9e90ee,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.5,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125887,http://www.moma.org/collection/works/125887,http://www.moma.org/media/W1siZiIsIjE0Njk3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d4631be067a49ada,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,"One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet
","sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.6,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125888,http://www.moma.org/collection/works/125888,http://www.moma.org/media/W1siZiIsIjE0Njk3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c44c8255724e0ac,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,"One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet
","sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.7,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125889,http://www.moma.org/collection/works/125889,http://www.moma.org/media/W1siZiIsIjE0Njk3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49e748b460825cac,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,"One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet
","sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.8,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125890,http://www.moma.org/collection/works/125890,http://www.moma.org/media/W1siZiIsIjE0Njk3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fca67d970127e3ce,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.9,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125891,http://www.moma.org/collection/works/125891,http://www.moma.org/media/W1siZiIsIjE0Njk3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=51728e1d38b350dd,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.10,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125892,http://www.moma.org/collection/works/125892,http://www.moma.org/media/W1siZiIsIjE0Njk0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c9c6cdb7145b5bb,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.11,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125893,http://www.moma.org/collection/works/125893,http://www.moma.org/media/W1siZiIsIjE0Njk0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d8864785baf869a,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.12,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125894,http://www.moma.org/collection/works/125894,http://www.moma.org/media/W1siZiIsIjE0Njk0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=122af80511531f78,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.13,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125895,http://www.moma.org/collection/works/125895,http://www.moma.org/media/W1siZiIsIjE0Njk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3aa516c50b9642e7,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.14,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125896,http://www.moma.org/collection/works/125896,http://www.moma.org/media/W1siZiIsIjE0Njk0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=023228a6c10f229e,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.15,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125897,http://www.moma.org/collection/works/125897,http://www.moma.org/media/W1siZiIsIjE0Njk1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d5d4c1c5ad39d714,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.16,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125898,http://www.moma.org/collection/works/125898,http://www.moma.org/media/W1siZiIsIjE0Njk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30bfa9b46a66ff2a,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.17,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125899,http://www.moma.org/collection/works/125899,http://www.moma.org/media/W1siZiIsIjE0Njk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2886d17a70c95b07,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.18,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125900,http://www.moma.org/collection/works/125900,http://www.moma.org/media/W1siZiIsIjE0Njk1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e2a6d15a282f92b8,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.19,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125901,http://www.moma.org/collection/works/125901,http://www.moma.org/media/W1siZiIsIjE0Njk1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c697f5d4bc9ae0f,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.20,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125902,http://www.moma.org/collection/works/125902,http://www.moma.org/media/W1siZiIsIjE0Njk1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=598ce210711e8ced,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.21,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125903,http://www.moma.org/collection/works/125903,http://www.moma.org/media/W1siZiIsIjE0Njk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c04c0a669bdfa997,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.22,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125904,http://www.moma.org/collection/works/125904,http://www.moma.org/media/W1siZiIsIjE0Njk1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5002a046dbe91e1,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.23,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125905,http://www.moma.org/collection/works/125905,http://www.moma.org/media/W1siZiIsIjE0Njk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c75473b6fecf700,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.24,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125906,http://www.moma.org/collection/works/125906,http://www.moma.org/media/W1siZiIsIjE0Njk2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b06c32a48421f49f,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.25,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125907,http://www.moma.org/collection/works/125907,http://www.moma.org/media/W1siZiIsIjE0Njk2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f27d5002f605afb6,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.26,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125908,http://www.moma.org/collection/works/125908,http://www.moma.org/media/W1siZiIsIjE0Njk2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=960509738dc1feff,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.27,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125909,http://www.moma.org/collection/works/125909,http://www.moma.org/media/W1siZiIsIjE0Njk2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=962dba4e7acf6ef7,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,"One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet, 31 printed in color","sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.28,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125910,http://www.moma.org/collection/works/125910,http://www.moma.org/media/W1siZiIsIjE0Njk2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=91c9b99021e9f6f0,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.29,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125911,http://www.moma.org/collection/works/125911,http://www.moma.org/media/W1siZiIsIjE0Njk2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77794a7eac1bafb5,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.30,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125912,http://www.moma.org/collection/works/125912,http://www.moma.org/media/W1siZiIsIjE0Njk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41f39cb615b0d0af,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.31,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125913,http://www.moma.org/collection/works/125913,http://www.moma.org/media/W1siZiIsIjE0Njk2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9cb7c2a612a984e6,,,,26.6,,,19.7,,
Le Tricorne,Pablo Picasso,4609,1920,One of 32 collotype reproductions (31 with pochoir) after costume designs for ballet,"sheet (irreg.): 10 1/2 x 7 3/4"" (26.6 x 19.7 cm)",The Louis E. Stern Collection,959.1964.32,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,125914,http://www.moma.org/collection/works/125914,http://www.moma.org/media/W1siZiIsIjE0Njk2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=82a1fb4d8e2ec048,,,,26.6,,,19.7,,
Picador (La Pique),Pablo Picasso,4609,"1959, published 1960",Linoleum cut,"composition: 20 13/16 x 25 3/16"" (52.9 x 64 cm); sheet: 24 7/16 x 29 1/2"" (62.1 x 75 cm)",David S. Orentreich Fund,348.2009,Print,Prints & Illustrated Books,2009-04-14,Y,128447,http://www.moma.org/collection/works/128447,http://www.moma.org/media/W1siZiIsIjE2MzQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07b75676ec59f831,,,,52.9,,,64.0,,
"Musketeer Sitting Down with a Young Boy and Recalling His Life (Mousquetaire attablé avec un jeune garçon, évoquant sa vie) from Suite 347",Pablo Picasso,4609,1968,Etching and drypoint,"plate: 13 1/4 x 19 3/8"" (33.6 x 49.2 cm); sheet: 19 11/16 x 25 13/16"" (50 x 65.6 cm)",John M. Shapiro Fund,349.2009,Print,Prints & Illustrated Books,2009-04-14,Y,128482,http://www.moma.org/collection/works/128482,http://www.moma.org/media/W1siZiIsIjE2Mjc5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0386b22847dbec98,,,,33.6,,,49.2,,
"Memories: Circus, with El Gigante and Self-Portrait as a Baby–Old Man (Souvenirs: Cirque, avec El Gigante et autoportrait en bébé-vieillard) from Suite 347",Pablo Picasso,4609,1968,"Etching, aquatint, and drypoint","plate: 19 5/16 x 13 3/16"" (49 x 33.5 cm); sheet: 25 13/16 x 18 3/8"" (65.5 x 46.6 cm)",Acquired through the generosity of the Marie-Josée and Henry R. Kravis Fund,351.2009,Print,Prints & Illustrated Books,2009-04-14,Y,128486,http://www.moma.org/collection/works/128486,http://www.moma.org/media/W1siZiIsIjE2Mjc5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92409aa41266da89,,,,49.0,,,33.5,,
Sex in the Traditional and Modern Ways (Sexe à l'ancienne et à la moderne) from Suite 347,Pablo Picasso,4609,"1968, published 1969",Etching,"plate: 16 1/8 x 19 1/2"" (41 x 49.5 cm); sheet: 22 5/16 x 25 3/8"" (56.6 x 64.5 cm)",Sharon Percy Rockefeller Fund,350.2009,Print,Prints & Illustrated Books,2009-04-14,Y,128517,http://www.moma.org/collection/works/128517,http://www.moma.org/media/W1siZiIsIjE2MzQ1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bf6cb7e3f53eef01,,,,41.0,,,49.5,,
Picasso Dessins,Pablo Picasso,4609,1926,Illustrated book,,The Louis E. Stern Collection,965.1964.1,(not assigned),Prints & Illustrated Books,,N,128896,,,,,,,,,,,
"Head of a Woman, Face and Profile (Tête de Femme, Face et Profil) from Picasso dessins",Pablo Picasso,4609,"1925, published 1926",Lithograph,"composition: 4 7/8 x 4 5/8"" (12.4 x 11.8 cm); sheet: 10 1/4 x 8 1/16"" (26 x 20.5 cm)",The Louis E. Stern Collection,965.1964.2,Print,Prints & Illustrated Books,,Y,128897,http://www.moma.org/collection/works/128897,http://www.moma.org/media/W1siZiIsIjE2Mjk0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b775235be6dfb38c,,,,12.4,,,11.8,,
