Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Accord Between the Spartan and Athenian Warriors: The Peace (Accord entre les Athéniens et les Spartiates, la paix) from Lysistrata",Pablo Picasso,4609,1934,Etching from an illustrated book with six etchings,"plate: 8 11/16 x 6"" (22 x 15.3 cm); sheet: 14 15/16 x 11"" (38 x 28 cm)",The Louis E. Stern Collection,971.1964.5,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29362,http://www.moma.org/collection/works/29362,http://www.moma.org/media/W1siZiIsIjE2NDI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4de7d5c202dc416b,,,,22.0,,,15.3,,
The Feast (Le Banquet) from Lysistrata,Pablo Picasso,4609,1934,Etching from an illustrated book with six etchings,"plate: 8 3/4 x 6"" (22.3 x 15.2 cm); sheet: 14 15/16 x 11"" (38 x 28 cm)",The Louis E. Stern Collection,971.1964.6,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29363,http://www.moma.org/collection/works/29363,http://www.moma.org/media/W1siZiIsIjE2NDI5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7efd5cc7493df63c,,,,22.3,,,15.2,,
Dépendence de l'adieu,Pablo Picasso,4609,1936,Illustrated book with one line block reproduction after pen and ink drawing,"page: 9 13/16 x 7 1/2"" (25 x 19 cm)",The Louis E. Stern Collection,972.1964,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29365,http://www.moma.org/collection/works/29365,http://www.moma.org/media/W1siZiIsIjE1ODc5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80719f83d93a7006,,,,25.0,,,19.0,,
Sueño y mentira de Franco,Pablo Picasso,4609,1937,Illustrated book with two etching and aquatints with chine collé,"plate (each): 12 1/2 x 16 5/8"" (31.7 x 42.2 cm);  page (each, irreg.): 22 5/8 x 15 3/16"" (57.5 x 38.5 cm)",The Louis E. Stern Collection,973.1964.1-2,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29367,http://www.moma.org/collection/works/29367,http://www.moma.org/media/W1siZiIsIjE1NDM4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd6ac266bad38ccc,,,,31.7,,,42.2,,
"Afat (Misfortune, or a Very Beautiful Woman) (Malheur, ou Femme très belle) from Afat",Pablo Picasso,4609,"1939, published 1940",Aquatint from an illustrated book with four engravings (one with etching) and two aquatints,"plate: 5 11/16 x 9 13/16"" (14.5 x 24.9 cm); page: 7 7/8 x 11 13/16"" (20 x 30 cm)",The Louis E. Stern Collection,974.1964.1,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29369,http://www.moma.org/collection/works/29369,http://www.moma.org/media/W1siZiIsIjE3MzgwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=81a517589b35253a,,,,14.5,,,24.9,,
Afat,Pablo Picasso,4609,"1938–39, published 1940",Illustrated book with four engravings (one with etching) and two aquatints,"plate (see child records): dimensions vary; page (each approx.):  7 7/8 x 11 13/16"" (20 x 30 cm)",The Louis E. Stern Collection,974.1964.1-6,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29370,http://www.moma.org/collection/works/29370,http://www.moma.org/media/W1siZiIsIjE3MzgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c20725f9b3777bfb,,,,20.0,,,30.0,,
Madjusiya (Female Magician) (Magicienne) from Afat,Pablo Picasso,4609,"1939, published 1940",Aquatint from an illustrated book with four engravings (one with etching) and two aquatints,"plate: 5 3/4 x 9 13/16"" (14.6 x 25 cm); page: 7 7/8 x 11 13/16"" (20 x 30 cm)",The Louis E. Stern Collection,974.1964.2,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29371,http://www.moma.org/collection/works/29371,http://www.moma.org/media/W1siZiIsIjE3MzgwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c3dead1e0d9d207,,,,14.6,,,25.0,,
Sleeper (Dormeuse) from Afat,Pablo Picasso,4609,"1938, published 1940",Engraving from an illustrated book with four engravings (one with etching) and two aquatints,"plate: 5 3/4 x 9 11/16"" (14.6 x 24.6 cm); page: 7 7/8 x 11 13/16"" (20 x 30 cm)",The Louis E. Stern Collection,974.1964.3,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29372,http://www.moma.org/collection/works/29372,http://www.moma.org/media/W1siZiIsIjE3MzgwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=901bffb0590219df,,,,14.6,,,24.6,,
Drinker Caressing his Chimera (Buveur caressant sa chimère) from Afat,Pablo Picasso,4609,"1938, published 1940",Engraving from an illustrated book with four engravings (one with etching) and two aquatints,"plate: 5 13/16 x 9 3/4"" (14.8 x 24.7 cm); page: 7 7/8 x 11 13/16"" (20 x 30 cm)",The Louis E. Stern Collection,974.1964.4,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29373,http://www.moma.org/collection/works/29373,http://www.moma.org/media/W1siZiIsIjE3MzgwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c8f444ae9af51d4,,,,14.8,,,24.7,,
Couple from Afat,Pablo Picasso,4609,"1938, published 1940",Engraving from an illustrated book with four engravings (one with etching) and two aquatints,"plate: 5 13/16 x 9 3/4"" (14.8 x 24.8 cm); page: 7 7/8 x 11 13/16"" (20 x 30 cm)",The Louis E. Stern Collection,974.1964.5,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29374,http://www.moma.org/collection/works/29374,http://www.moma.org/media/W1siZiIsIjE3MzgwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f05d804253beae8,,,,14.8,,,24.8,,
Drinker Caressing a Reclining Woman (Buveur caressant une femme allongée) from Afat,Pablo Picasso,4609,"1938, published 1940",Etching and engraving from an illustrated book with four engravings (one with etching) and two aquatints,"plate: 5 3/4 x 9 13/16"" (14.6 x 24.9 cm); page: 7 7/8 x 11 13/16"" (20 x 30 cm)",The Louis E. Stern Collection,974.1964.6,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29375,http://www.moma.org/collection/works/29375,http://www.moma.org/media/W1siZiIsIjE3MzgxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99594eac2e7a2648,,,,14.6,,,24.9,,
Title page with double page decoration from from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 9 x 10 3/8"" (22.9 x 26.4 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.1,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29377,http://www.moma.org/collection/works/29377,http://www.moma.org/media/W1siZiIsIjE3MzgyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e100b7e4b4c170d,,,,22.9,,,26.4,,
Divers Poèmes du Livre Ouvert: 2e série,Pablo Picasso,4609,1941,Book with Éluard's handwritten manuscript decorated with 19 double page watercolors,"page:  8 15/16 x 6 1/4"" (22 x 15.8 cm); watercolors:  various dimensions.",The Louis E. Stern Collection,975.1964.1-19,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29378,http://www.moma.org/collection/works/29378,http://www.moma.org/media/W1siZiIsIjE3MzgxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a43c177568047fe6,,,,22.0,,,15.8,,
Text with double page decoration (folios 11 verso and 12) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 7/8 x 9 1/16"" (22.5 x 23 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.10,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29379,http://www.moma.org/collection/works/29379,http://www.moma.org/media/W1siZiIsIjE3MzgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8979d851645c37bd,,,,22.5,,,23.0,,
Text with double page decoration (folios 12 verso and 13) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 1/4 x 3 15/16"" (21 x 10 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.11,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29380,http://www.moma.org/collection/works/29380,http://www.moma.org/media/W1siZiIsIjE3MzgxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=53587010bc9e8442,,,,21.0,,,10.0,,
Text with double page decoration (folios 13 verso and 14) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 3/8 x 6 1/2"" (21.3 x 16.5 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.12,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29381,http://www.moma.org/collection/works/29381,http://www.moma.org/media/W1siZiIsIjE3MzgxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44725ac5f8f802e8,,,,21.3,,,16.5,,
Text with double page decoration (folios 14 verso and 15) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 9 x 10 7/8"" (22.8 x 27.6 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.13,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29382,http://www.moma.org/collection/works/29382,http://www.moma.org/media/W1siZiIsIjE3MzgxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=137116e2dc81049a,,,,22.8,,,27.6,,
Text with double page decoration (folios 15 verso and 16) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 7 7/8 x 5 9/16"" (20 x 14.2 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.14,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29383,http://www.moma.org/collection/works/29383,http://www.moma.org/media/W1siZiIsIjE3MzgxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b6c04397c3c51f31,,,,20.0,,,14.2,,
Text with double page decoration (folios 16 verso and 17) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 9/16 x 8 3/4"" (21.7 x 22.3 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.15,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29384,http://www.moma.org/collection/works/29384,http://www.moma.org/media/W1siZiIsIjE3MzgxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a2f9f4023c1a852f,,,,21.7,,,22.3,,
Text with double page decoration (folios 17 verso and 18) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 3/16 x 9 13/16"" (20.8 x 25 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.16,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29385,http://www.moma.org/collection/works/29385,http://www.moma.org/media/W1siZiIsIjE3MzgxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=61108082a6cb8ed3,,,,20.8,,,25.0,,
Text with double page decoration (folios 18 verso and 19) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 3/4 x 11 5/8"" (22.2 x 29.5 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.17,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29386,http://www.moma.org/collection/works/29386,http://www.moma.org/media/W1siZiIsIjE3MzgyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2fe2b3d647ac55d6,,,,22.2,,,29.5,,
Text with double page decoration (folios 19 verso and 20) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 11/16 x 10 3/8"" (22 x 26.3 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.18,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29387,http://www.moma.org/collection/works/29387,http://www.moma.org/media/W1siZiIsIjE3MzgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb870d9e9f84b765,,,,22.0,,,26.3,,
Colophon with double page decoration (folios 20 verso and 21) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 1/16 x 10 13/16"" (20.5 x 27.5 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.19,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29388,http://www.moma.org/collection/works/29388,http://www.moma.org/media/W1siZiIsIjE3MzgyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d604d038e60dd0d,,,,20.5,,,27.5,,
Text with double page decoration (folios 3 verso and 4) from from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 9 x 11 5/8"" (22.8 x 29.5 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.2,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29389,http://www.moma.org/collection/works/29389,http://www.moma.org/media/W1siZiIsIjE3MzgyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c1c17cde92ca8034,,,,22.8,,,29.5,,
Text with double page decoration (folios 4 verso and 5) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 3/4 x 10 3/4"" (22.2 x 27.3 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.3,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29390,http://www.moma.org/collection/works/29390,http://www.moma.org/media/W1siZiIsIjE3MzgyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f2d9a76187249425,,,,22.2,,,27.3,,
Text with double page decoration (folios 5 verso and 6) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 1/16 x 9 1/4"" (20.5 x 23.5 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.4,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29391,http://www.moma.org/collection/works/29391,http://www.moma.org/media/W1siZiIsIjE3MzgyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c09b2ca01e300668,,,,20.5,,,23.5,,
Text with double page decoration (folios 6 verso and 7) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 1/2 x 10 1/4"" (21.6 x 26 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.5,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29392,http://www.moma.org/collection/works/29392,http://www.moma.org/media/W1siZiIsIjE3MzgyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d186f82c84430cb3,,,,21.6,,,26.0,,
Text with double page decoration (folios 7 verso and 8) from from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 7/8 x 11 3/16"" (22.5 x 28.4 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.6,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29393,http://www.moma.org/collection/works/29393,http://www.moma.org/media/W1siZiIsIjE3MzgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee8008bb72885ba2,,,,22.5,,,28.4,,
Text with double page decoration (folios 8 verso and 9) from from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 7/8 x 11 3/4"" (22.6 x 29.9 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.7,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29394,http://www.moma.org/collection/works/29394,http://www.moma.org/media/W1siZiIsIjE3MzgyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b51a79e671b2f2d5,,,,22.6,,,29.9,,
Text with double page decoration (folios 9 verso and 10) from from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 8 7/8 x 11 5/8"" (22.5 x 29.5 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.8,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29395,http://www.moma.org/collection/works/29395,http://www.moma.org/media/W1siZiIsIjE3MzgzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46b1dc0dfdaefbb8,,,,22.5,,,29.5,,
Text with double page decoration (folios 10 verso and 11) from the illustrated book Divers Poèmes du Livre Ouvert,Pablo Picasso,4609,1941,Watercolor,"composition: 9 x 11 3/4"" (22.8 x 29.9 cm); page: 8 11/16 x 6 1/4"" (22 x 15.8 cm)",The Louis E. Stern Collection,975.1964.9,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29396,http://www.moma.org/collection/works/29396,http://www.moma.org/media/W1siZiIsIjE5MzA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f96bd0ec9c194c6,,,,22.8,,,29.9,,
The Horse (Le Cheval) (plate I) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle),Pablo Picasso,4609,"1936, published 1942",Aquatint and drypoint from an illustrated book with thirty-one aquatints,"composition (irreg.): 10 3/4 x 8 7/16"" (27.3 x 21.4 cm); page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.1,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29412,http://www.moma.org/collection/works/29412,http://www.moma.org/media/W1siZiIsIjE2MzU2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce299d0437d09349,,,,27.3,,,21.4,,
Eaux-fortes originale pour des textes de Buffon (Histoire naturelle),Pablo Picasso,4609,"1936, published 1942","Illustrated book with thirty-one aquatints (thirteen with drypoint, thirteen with etching and drypoint, three with engraving and drypoint, and one with etching, engraving, and drypoint)","plate (see child records): dimensions vary; page (each approx.): 14 3/8 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.1-31,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29413,http://www.moma.org/collection/works/29413,http://www.moma.org/media/W1siZiIsIjE3MzgzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e7f1d8f0df47cad,,,,36.0,,,28.5,,
"The Wolf (Le Loup) (plate, facing page 68) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle)",Pablo Picasso,4609,"1936, published 1942",Aquatint from an illustrated book with thirty-one aquatints,"plate: 13 7/16 x 9 5/8"" (34.2 x 24.5 cm); page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.10,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29414,http://www.moma.org/collection/works/29414,http://www.moma.org/media/W1siZiIsIjE1MjY0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c4cc39e29a7cc8b,,,,34.2,,,24.5,,
"The Lioness (La Lionne) (plate, facing page 76) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle)",Pablo Picasso,4609,"1936, published 1942",Aquatint and drypoint from an illustrated book with thirty-one aquatints,"composition (irreg.): 10 7/16 x 8 1/16"" (26.5 x 20.5 cm); page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.11,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29415,http://www.moma.org/collection/works/29415,http://www.moma.org/media/W1siZiIsIjE1MjY0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9a9cc75aa2d8928,,,,26.5,,,20.5,,
The Monkey (Le Singe) (plate facing page 86) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle),Pablo Picasso,4609,"1936, published 1942",Aquatint and drypoint from an illustrated book with thirty-one aquatints,"composition (irreg.): 10 13/16 x 8 11/16"" (27.5 x 22 cm); sheet: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.12,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29416,http://www.moma.org/collection/works/29416,http://www.moma.org/media/W1siZiIsIjE2Njk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=84e4e200857055a2,,,,27.5,,,22.0,,
"White Eagle (L'Aigle) (plate, facing page 92) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle)",Pablo Picasso,4609,"1936, published 1942",Aquatint and drypoint from an illustrated book with thirty-one aquatints,"page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.13,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29417,http://www.moma.org/collection/works/29417,http://www.moma.org/media/W1siZiIsIjE1MjY1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c485f54a4bcab23,,,,26.5,,,21.0,,
"The Vulture (Le Vautour) (plate, facing page 98) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle)",Pablo Picasso,4609,"1936, published 1942",Aquatint and drypoint from an illustrated book with thirty-one aquatints,"composition (irreg.): 10 5/8 x 8 3/16"" (27 x 20.8 cm); page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.14,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29418,http://www.moma.org/collection/works/29418,http://www.moma.org/media/W1siZiIsIjE1MjY1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6115b7c59346713a,,,,27.0,,,20.8,,
"The Hawk (L'Épervier) (plate XV, facing page 102) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle)",Pablo Picasso,4609,"1936, published 1942",Aquatint and drypoint from an illustrated book with thirty-one aquatints,"composition (irreg.): 11 1/8 x 8 3/8"" (28.3 x 21.3 cm); page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.15,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29419,http://www.moma.org/collection/works/29419,http://www.moma.org/media/W1siZiIsIjE2OTI2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c24b23a37b633dcb,,,,28.3,,,21.3,,
The Ostrich (L'Autruche) (plate XVI) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle),Pablo Picasso,4609,"1936, published 1942",Aquatint and drypoint from an illustrated book with thirty-one aquatints,"composition (irreg.): 10 7/16 x 8 9/16"" (26.5 x 21.8 cm); page: 14 3/16 x 11 1/4"" (36 x 28.5 cm)",The Louis E. Stern Collection,976.1964.16,Illustrated Book,Prints & Illustrated Books,1964-10-06,Y,29420,http://www.moma.org/collection/works/29420,http://www.moma.org/media/W1siZiIsIjE2MzU2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=647979ed46c69bda,,,,26.5,,,21.8,,
